ID,LAT,LON,TIPOLOGIA,name,LEGALE_RA,UBICAZIONE,City,FOGLIO,PARTICELLA,Country,SUB,POSTI LETTO,DATA INIZIO ATTIVITA'
793,40.66422022,16.61233328,Bed & Breakfast,LA CORTE DEI PASTORI,GIORDANO DOMENICO,VIA BRUNO BUOZZI 4,Matera,159,2146,Italy,3,8,40886
798,40.66441944,16.61202094,Bed & Breakfast,TERRAZZA CASA MIA,ROSSELLA TOSTO,P.TTA S. P. CAVEOSO 10,Matera,159,2139,Italy,7,2,43075
800,40.66013145,16.6030351,Bed & Breakfast,L'ABBABBIO,SERGIO FADINI,VIA DELLA QUERCIA 6,Matera,101,303,Italy,6,2,43181
801,40.67031207,16.60803974,Bed & Breakfast,LA STANZA SUI SASSI,ARIANNA MONTEMURRO,VIA G. PENTASUGLIA 11,Matera,159,3604,Italy,17,2,43180
802,40.6475616,16.61861613,Bed & Breakfast,B&B GREEN DI MARIA,MARIA CLEMENTE,VIA RAUL PAPINI 3,Matera,106,199,Italy,5,5,43187
803,40.69790575,16.58212203,Bed & Breakfast,VILLA OASI,COLAVITO FEDERICA,C.DA SERRA PADUCCI,Matera,30,483,Italy,2,3,43188
804,40.67021539,16.59636516,Bed & Breakfast,LA TUA CASA A MATERA,ILVENTO PORZIA,VIA LAZAZZERA 20,Matera,71,1925,Italy,34,3,43207
805,40.66187879,16.60902791,Bed & Breakfast,LA PECORA NERA,BURGI COSIMO,VIA CHIANCALATA 4-6,Matera,103,139,Italy,11,5,43201
806,40.66258991,16.61135829,Bed & Breakfast,IL PALAZZOTTO DEL CAVEOSO,SPAGNUOLO ANGELO RAFFAELE,VIA B. BUOZZI 39,Matera,159,1964,Italy,2,2,43224
807,40.66288036,16.61101668,Bed & Breakfast,SLOW LIVING,VEZZOLI DANIELE,VIA SAN F. PAOLO VECCHIO 22-23,Matera,159,2004,Italy,4,6,43229
808,40.67031207,16.60803974,Bed & Breakfast,LA STANZA SUI SASSI,ARIANNA MONTEMURRO,VIA G. B. PENTASUGLIA 11,Matera,159,3604,Italy,17,2,43180
809,40.64324121,16.62494136,Bed & Breakfast,VILLA ALBA,DARTIZIO ROSALBA,VIA T. RICCIARDI 53,Matera,114,259,Italy,3,4,43085
810,40.66532461,16.61034031,Bed & Breakfast,PALAZZO BERNARDINI,PARTIPILO PAPALIA ANNA ROSA,VIA ARCO DEL SEDILE 9,Matera,159,1497,Italy,9,8,43285
811,40.63820305,16.62320906,Bed & Breakfast,B&B ZERO,MANNARELLA SAVERIO MARIA,CONTRADA AGNA SENZA NUMERO CIVICO,Matera,114,1075,Italy,2,7,43279
812,40.66751546,16.60957076,Bed & Breakfast,B & B A DUE PASSI,ANDRISANI FRANCESCO PAOLO,VIA SAN GIOVANNI VECCHIO 35,Matera,159,326,Italy,4,3,43308
813,40.67636917,16.59623466,Bed & Breakfast,CASA MADDALENA DUE,PERSIA GRAZIELLA,VIA VINCENZO PIZZILLI 5,Matera,159,5031,Italy,8,3,43315
814,40.6691528,16.60137467,Bed & Breakfast,LE COLOMBINE,EPIFANIA VALENTINA,VIA DANTE 10,Matera,71,879,Italy,10,4,43348
819,40.66961,16.608905,Bed & Breakfast,MIKASA,PISCIOTTA VITO MICHELE,VIA SANTA CESAREA 15,Matera,159,47,Italy,43,2,43388
820,40.667059,16.604351,Bed & Breakfast,ALL'ANGOLO,SPADA FULVIO,VIA LUCANA 64,Matera,71,198,Italy,35,8,43265
821,40.637225,16.63143,Bed & Breakfast,LE DIMORE ALL'OFRA,RIMEDIO MARIA TERESA,CONTRADA SANT'ANGELO,Matera,114,928,Italy,,8,43399
822,40.659854,16.611347,Bed & Breakfast,DONNA GINA,DI CUIA NICOLA,VIA GIUSTINO FORTUNATO 7,Matera,103,224,Italy,14,4,43416
823,40.671348,16.608568,Bed & Breakfast,4U,GIOVE ERASMO,VIA SANTO STEFANO 41,Matera,159,2894,Italy,1,3,43438
824,40.668761,16.606013,Bed & Breakfast,XX SETTEMBRE,TRIPANI DOMENICO ANTONIO LUCA,VIA XX SETTEMBRE 45,Matera,159,4537,Italy,29,8,43444
825,40.672867,16.592737,Bed & Breakfast,NONNA GIULIA,BRUNO ANTONELLO,VIA DANTE ALIGHIERI 67 BIS,Matera,69,1600,Italy,15,4,43441
826,40.671951,16.60841,Bed & Breakfast,IL PECCATO ORIGINALE,AZZONE GIOVANNI,VIA SANTO STEFANO 60,Matera,159,2892,Italy,1,5,43122
827,40.659781,16.544787,Bed & Breakfast,VILLA MATER B&B,SCHIUMA GIOVANNI,VIA MONTICCHIO 1,Matera,65,863,Italy,3,4,43449
828,40.672549,16.607446,Bed & Breakfast,DIOMEDE,GIANNOLO ANNALISA,VIA GIUSEPPE GATTINI 49,Matera,159,3626,Italy,4,2,43453
829,40.681142,16.580851,Bed & Breakfast,LA CASA DI STEFANO,ORSI STEFANO,VIA VIRGILIO 5 -F-,Matera,68,1094,Italy,31,4,43452
830,40.661206,16.606776,Bed & Breakfast,ANNA SUITE ROOM B&B,CRISTIANO ANNA MARIA,VIA VINCENZO CAROPRESO 10,Matera,103,885,Italy,1,2,43476
831,40.636346,16.62225,Bed & Breakfast,B & B CUOREVERDE MATERA,IACONIS GIOVANNA,CONTRADELLA GIARDINETTO GRAVINELLA,Matera,134,178,Italy,1,4,43456
832,40.670446,16.607716,Bed & Breakfast,DIMORA CENTRALE,D'ALEMA FRANCESCO,VIA PENTASUGLIA 27,Matera,159,3006,Italy,7,4,43462
833,40.676722,16.578338,Bed & Breakfast,IL CANTAGALLO,ROSARIA ROSELLI,VIA TARANTO 41,Matera ,67,266,Italy,64,2,43497
834,40.66258,16.6114,Bed & Breakfast,IL PALAZZOTTO DEL CAVEOSO DUE,SPAGNUOLO GIUSEPPE,VIA SAN FRANCESCO PAOLO VECCHIO 2 E 3,Matera,159,1964,Italy,5,2,43564
835,40.66784,16.61056,Bed & Breakfast,GRADELLE SAN NICOLA,FESTA LUCA, GRADELLE SAN NICOLA DEL SOLE 13/15,Matera,159,961,Italy,4,4,43524
836,,,Bed & Breakfast,B&B IL CUCU',COMMISSO ELISABETTA,VIA CASALNUOVO 227,Matera,159,2883,Italy,3,5,43570
